"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"General Endurance Trainer","Bike","Full Gaz or Zwift would be awesome for this.","2","","2022-09-17","","36864.44921875","161","405","1141.023"," *17/09/2022 Matthew Roberts: 2 hours on the trainer brought to you by the swans putting 5 goals into the pies. 1 quarter to go.* *17/09/2022 Matthew Roberts: Phew, a 1 point win.* *19/09/2022 Justin Morris: Haha awesome, can see the excitement in the game spike the power!! This was really good man. Should get into some more AFL games for inspo on the trainer.*","2.01083326339722","5.09200000762939","","86","","136","160","","","0.684966932438093","94.24","3","7","46","63","2","0","0","","","","102","18","1","0","0","0","","","","","2","3"
"Burner's- trainer edition","Bike","Builder from the 3,4,5's.","0.683333333333333","","2022-09-18","can be trainer or outside..","17083.30078125","177","286","420.889","","0.685000002384186","6.92799997329712","","90","","137","171","","","0.807510168269633","44.22","5","1","15","12","7","1","0","","","","26","13","2","0","0","0","","","","","7","5"
"High cadence drills- PM","Bike","Help flush and prep the legs for tomorrow.","0.666666666666667","","2022-09-18","","16244.4599609375","142","390","339.301","","0.668333351612091","6.7519998550415","","92","","128","172","","","0.701039462002399","32.36","10","6","10","7","5","1","0","","","","32","6","2","0","0","0","","","","","",""
"Reco","Day Off","","","","2022-09-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Home Trainer 1 Leg Session !","Bike","Same as last week but with a blast afterward. Set up a chair or something to prop your non working leg on next to the trainer. The main priority in this is to be SMOOTH! No stress about heart rate or power or anything else. Smooth, like you are buttering toast with peanut butter and the bottom of your foot is the knife. If you can turn you Wahoo OFF and just use it as a regular trainer would be best as I don't want you to stress about numbers per se. The 9 & 6 RPE on the workout builder are just to indicate when the 1 leg sessions are. NO power, NO HR really required The 1 minute between each 1 leg sector allows a bit of recovery (clip both legs back in for this 1 min) Then that 10min working session toward the end both legs in and I want you to note if you feel any different sensations in your pedal stroke after doing the 1 leggers Another KEY building block for a cyclist, this is FORM and STYLE on the bike - this is what allows you to push more power through the pedals when we dial this in.","0.85","","2022-09-20","This will give you 4x1 min Left leg and 4x 1min Right leg. Nice and even! Get familiar with doing this style of work as I'll be asking you to do more of it ;-).","18316.900390625","121","426","341.061","","0.852500021457672","5.96799993515015","","77","","114","167","","","0.687825236559979","39.9","34","7","3","3","5","1","0","","","","43","6","1","1","0","0","","","","","5","5"
"1min on/off- cadence","Bike","Quick spin this evening to help the reco from this morning 1 leg sessions in anticipation of a hard session tomorrow.","0.583333333333333","","2022-09-20","","11976.73046875","180","653","370.131","","0.584444463253021","5.69199991226196","","90","","139","179","","","0.96729356994982","53.94","1","4","14","6","7","2","1","","","","22","4","4","2","2","1","","","","","8","1"
"5x5's","Bike","This similar to the 4min ones, very important. Esp for XCO this kind of power is what is going to lift you.","0.916666666666667","","2022-09-21","","21263.150390625","187","287","600.859","","0.920833349227905","6.41400003433228","","87","","140","177","","","0.939786567834539","80.55","9","5","11","6","12","8","3","","","","30","0","25","0","0","0","","","","","9","7"
"Base + Bursts!- PM","Bike","Next week will be easier :-)..","0.866666666666667","","2022-09-22","","21708.650390625","193","372","596.485"," *22/09/2022 Matthew Roberts: Training peaks matched the wrong session. Did the bursts today* *22/09/2022 Justin Morris: Cool, sorted. That was the better one to choose indeed.*","0.868888914585114","6.94000005722046","","94","","144","176","","","0.871971545134186","65.6","1","5","10","14","18","3","0","","","","22","28","0","2","0","0","","","","","8","1"
"Easy spin","Bike","Flat Full Gaz ride","1","","2022-09-23","","22293.419921875","170","478","611.877","","1.01472222805023","6.10300016403198","","88","","132","154","","","0.77062595384414","59.92","5","7","28","19","2","0","0","","","","38","20","2","0","0","0","","","","","2","3"
"General Endurance Trainer","Bike","Full Gaz or Zwift would be awesome for this.","2.5","","2022-09-24","","46500.75","146","421","1105.955"," *24/09/2022 Matthew Roberts: piss-weak effort from the swans, watched a movie instead.  I just don't get on with those fake ride apps.* *26/09/2022 Justin Morris: Yep, Swannies was a disappointment. Opposite to last week. Hopefully you are an eels/ panthers fan too? Nice work with these, getting you off to a great start for when you are back on the bike!*","2.25416660308838","5.73000001907349","","81","","122","148","","","0.613260570803695","84.55","6","36","90","2","0","0","0","","","","121","12","2","0","0","0","","","","","1","3"
"Trainer excitement session!","Bike","Now getting a bit more racey with the type of efforts here as we get toward the end of your home trainer lockdown.","1.01666666666667","","2022-09-26","","7640.10009765625","137","308","172.454"," *25/09/2022 Matthew Roberts: Just couldn’t get going. No mojo* *27/09/2022 Justin Morris: These sessions are hard in the morning, nice work last week! Setting you up good that's for sure!*","0.365833342075348","5.80100011825562","","81","","111","145","","","0.694212196680479","17.27","15","0","5","2","0","0","0","","","","16","6","0","0","0","0","","","","","","9"
"High cadence drills- PM","Bike","Help flush and prep the legs for tomorrow.","0.666666666666667","","2022-09-26","","15446.73046875","180","474","433.453","","0.673055529594421","6.375","","89","","131","160","","","0.823336987395763","45.18","5","4","15","13","3","0","0","","","","21","17","2","0","0","0","","","","","",""
"STRENGTH building on trainer","Bike","Follows on from the 1 leg efforts which are a pseudo strength endurance effort. These efforts are going to activate your glutes and hammy's. Really good for building strength which is usually the next step after we have established a base of endurance. Stay seated. Smooth pedaling. Higher gear than usual. 60-70 rpm.","1","","2022-09-27","This will activate more of our aerobic system rather than cardio system. Subsequently, recovery is very important. Take some food/ chocolate milk within 30mins of finishing..","23572.26953125","165","254","588.844","","1.00499999523163","6.5149998664856","","88","","127","157","","","0.834481888454277","69.33","13","9","11","23","4","0","0","","","","31","30","0","0","0","0","","","","","8","3"
"Easy spin","Bike","Flat Full Gaz ride","1","","2022-09-28","","20340.48046875","143","538","508.093","","1.00777781009674","5.60699987411499","","83","","113","146","","","0.666056080863987","44.39","29","12","17","2","0","0","0","","","","50","9","1","0","0","0","","","","","",""
"4 dimensional power","Bike","A cross section of your power profile. Can be done as a pseudo FTP test, best to use it as a solid effort for you at this stage though.","1.08611111111111","","2022-09-29","","27442.98046875","193","470","751.267","","1.08972227573395","6.99499988555908","","87","","145","175","","","0.89085102785366","85.78","5","1","16","13","14","14","2","","","","29","34","2","0","0","0","","","","","10","5"
"Reco day","Day Off","Can move this to any day.","","","2022-09-30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Trainer- FOCUS training","Bike","After getting the blood pumping for 10min or so, I want you to engage the mind in turning those pedals...- Do this by COUNTING EACH PEDAL STROKE! See how high of a number you can get. If your mind wanders and you lose count... Start again!! 1 rotation of the pedals= 1 count! Continue for 10mins then 5min break where mind can wander again, then 10mins ON with the counting again. The RPE denotes 'mental power' in this session as opposed to leg power..","1","","2022-10-01","The idea of this is to FOCUS 100% of your thinking power to turning the pedals. The rationale is that if your mind is not fully engaged you cannot be giving your full potential of energy to the practice. COMPLETELY PRESENT!! The counting is the most straightforward way to train the mind toward 100% focus on what you are doing.. No thinking about work, no thinking about whats for brekkie, no thinking about the future or the past- JUST turning the pedals. Somewhat like meditation!","19251.529296875","141","895","461.821","","0.963055551052094","5.55299997329712","","71","","115","139","","","0.612502150378336","35.96","16","24","17","0","0","0","0","","","","54","3","0","0","0","0","","","","","2","1"
"Mixed benefit trainer session","Bike","In RPE, but few different exercises to keep it interesting: 1st effort: Fingertips only for 1min on 1min off. 2nd effort: CHUPA CHUPA!! lollipop breathing, whole effort with lollipop in mouth. 3rd effort: Counting pedal strokes! Let me know which number you get to counting before you lose count! Start from 0 again when you lose count. 4th effort: 1 leg effort, 1min on 1min off, alternate legs!","1.33333333333333","","2022-10-02","","21822.740234375","142","473","500.552","","1.01250004768372","5.98699998855591","","84","","123","165","","","0.697250009867265","48.97","25","2","15","10","8","1","0","","","","44","15","2","1","0","0","","","","","",""
"Indoor Cycling","Bike","","","","2022-10-03","","1543.32995605469","99","442","24.481","","0.0724999979138374","5.91300010681152","","67","","95","121","","","0.449027757707136","1.29","4","0","0","0","0","0","0","","","","4","0","0","0","0","0","","","","","",""
"General Endurance Trainer: NRL grand final...","Bike","Power goal this time.. Aim for 180-200W average by the end of this.. Will be firm, keep ya honest.","2.5","","2022-10-03","","63308.9991454035","171","3288","1109.45","","1.66944444444444","9.85660892813381","","87","","135","168","","","0.868216617881805","126.11","1","11","54","25","13","3","0","","","","69","24","9","4","1","1","","","","","",""
"Reco","Day Off","","","","2022-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Zone 2 work with 1 x 12 x 30:15s","Bike","Starting to taste what will get you doing when back outside with those short efforts in the middle. That 15min either side of the efforts really try to hold that range of power. The zone2 is boss!","0.65","","2022-10-05","","18642.740234375","170","410","438.071","","0.704722225666046","7.34800004959106","","","","124","150","","","0.783901022062859","42.85","3","13","16","9","0","0","0","","","","35","1","6","0","0","0","","","","","",""
